13.95	-6.05	61.5625
13.95	-6.045	61.09375
13.95	-6.04	61.40625
13.95	-6.035	61.71875
13.95	-6.03	61.5625
13.95	-6.0249999999999995	61.40625
13.95	-6.02	61.25
13.95	-6.015	61.25
13.95	-6.01	61.25
13.95	-6.005	61.09375
13.95	-6.0	60.9375
13.95	-5.995	60.78125
13.95	-5.99	60.625
13.95	-5.984999999999999	60.78125
13.95	-5.9799999999999995	60.9375
13.95	-5.975	60.9375
13.95	-5.97	61.09375
13.95	-5.965	61.09375
13.95	-5.96	60.9375
13.95	-5.955	61.09375
13.95	-5.95	61.25
13.955	-6.05	61.40625
13.955	-6.045	61.25
13.955	-6.04	61.40625
13.955	-6.035	61.71875
13.955	-6.03	61.40625
13.955	-6.0249999999999995	61.40625
13.955	-6.02	61.40625
13.955	-6.015	61.25
13.955	-6.01	61.09375
13.955	-6.005	61.09375
13.955	-6.0	60.78125
13.955	-5.995	60.625
13.955	-5.99	60.625
13.955	-5.984999999999999	60.78125
13.955	-5.9799999999999995	60.9375
13.955	-5.975	60.9375
13.955	-5.97	61.09375
13.955	-5.965	60.78125
13.955	-5.96	61.09375
13.955	-5.955	60.9375
13.955	-5.95	61.09375
13.959999999999999	-6.05	61.40625
13.959999999999999	-6.045	61.09375
13.959999999999999	-6.04	61.40625
13.959999999999999	-6.035	61.5625
13.959999999999999	-6.03	61.40625
13.959999999999999	-6.0249999999999995	61.40625
13.959999999999999	-6.02	61.25
13.959999999999999	-6.015	61.25
13.959999999999999	-6.01	61.25
13.959999999999999	-6.005	61.09375
13.959999999999999	-6.0	60.9375
13.959999999999999	-5.995	60.625
13.959999999999999	-5.99	60.625
13.959999999999999	-5.984999999999999	60.78125
13.959999999999999	-5.9799999999999995	60.9375
13.959999999999999	-5.975	60.9375
13.959999999999999	-5.97	61.09375
13.959999999999999	-5.965	61.09375
13.959999999999999	-5.96	60.9375
13.959999999999999	-5.955	60.9375
13.959999999999999	-5.95	61.25
13.965	-6.05	61.40625
13.965	-6.045	61.09375
13.965	-6.04	61.5625
13.965	-6.035	61.71875
13.965	-6.03	61.5625
13.965	-6.0249999999999995	61.09375
13.965	-6.02	61.25
13.965	-6.015	61.25
13.965	-6.01	61.25
13.965	-6.005	61.09375
13.965	-6.0	60.9375
13.965	-5.995	60.78125
13.965	-5.99	60.78125
13.965	-5.984999999999999	60.78125
13.965	-5.9799999999999995	60.9375
