12.75	-5.75	58.4375
12.75	-5.74	57.8125
12.75	-5.73	57.96875
12.75	-5.72	58.125
12.75	-5.71	57.96875
12.75	-5.7	58.28125
12.75	-5.69	58.125
12.75	-5.68	58.125
12.75	-5.67	57.65625
12.75	-5.66	57.65625
12.75	-5.65	57.5
12.75	-5.64	57.5
12.75	-5.63	57.5
12.75	-5.62	57.5
12.75	-5.61	57.34375
12.75	-5.6	57.5
12.75	-5.59	57.34375
12.75	-5.58	57.03125
12.75	-5.57	57.03125
12.75	-5.56	56.71875
12.75	-5.55	56.71875
12.75	-5.54	56.71875
12.75	-5.53	56.71875
12.75	-5.52	56.71875
12.75	-5.51	56.71875
12.75	-5.5	56.71875
12.75	-5.49	56.71875
12.75	-5.48	56.71875
12.75	-5.47	56.71875
12.75	-5.46	56.71875
12.75	-5.45	56.71875
12.75	-5.44	56.71875
12.75	-5.43	56.71875
12.75	-5.42	56.71875
12.75	-5.41	56.71875
12.75	-5.4	56.71875
12.75	-5.39	56.71875
12.75	-5.38	56.71875
12.75	-5.37	56.71875
12.75	-5.36	56.71875
12.75	-5.35	56.71875
12.75	-5.34	56.71875
12.75	-5.33	56.71875
12.75	-5.32	56.71875
12.75	-5.31	56.5625
12.75	-5.3	56.40625
12.75	-5.29	56.40625
12.75	-5.28	56.25
12.75	-5.27	55.9375
12.75	-5.26	55.9375
12.75	-5.25	55.9375
12.76	-5.75	58.125
12.76	-5.74	57.8125
12.76	-5.73	58.125
12.76	-5.72	58.125
12.76	-5.71	57.96875
12.76	-5.7	58.28125
12.76	-5.69	58.125
12.76	-5.68	58.125
12.76	-5.67	57.65625
12.76	-5.66	57.65625
12.76	-5.65	57.65625
12.76	-5.64	57.5
12.76	-5.63	57.5
12.76	-5.62	57.5
12.76	-5.61	57.34375
12.76	-5.6	57.5
12.76	-5.59	57.1875
12.76	-5.58	57.1875
12.76	-5.57	57.03125
12.76	-5.56	56.71875
12.76	-5.55	56.71875
12.76	-5.54	56.71875
12.76	-5.53	56.71875
12.76	-5.52	56.71875
12.76	-5.51	56.71875
12.76	-5.5	56.71875
12.76	-5.49	56.71875
12.76	-5.48	56.71875
12.76	-5.47	56.71875
12.76	-5.46	56.71875
12.76	-5.45	56.71875
12.76	-5.44	56.71875
12.76	-5.43	56.71875
12.76	-5.42	56.71875
12.76	-5.41	56.71875
12.76	-5.4	56.71875
12.76	-5.39	56.71875
12.76	-5.38	56.71875
12.76	-5.37	56.71875
12.76	-5.36	56.71875
12.76	-5.35	56.71875
12.76	-5.34	56.5625
12.76	-5.33	56.71875
12.76	-5.32	56.71875
12.76	-5.31	56.40625
12.76	-5.3	56.25
12.76	-5.29	56.40625
12.76	-5.28	55.9375
12.76	-5.27	55.9375
12.76	-5.26	55.9375
12.76	-5.25	56.09375
12.77	-5.75	58.125
12.77	-5.74	57.8125
12.77	-5.73	57.8125
12.77	-5.72	58.125
12.77	-5.71	57.96875
12.77	-5.7	58.28125
12.77	-5.69	58.125
12.77	-5.68	58.28125
12.77	-5.67	57.65625
12.77	-5.66	57.65625
12.77	-5.65	57.5
12.77	-5.64	57.5
12.77	-5.63	57.5
12.77	-5.62	57.34375
12.77	-5.61	57.34375
12.77	-5.6	57.1875
12.77	-5.59	57.1875
12.77	-5.58	57.1875
12.77	-5.57	57.03125
12.77	-5.56	56.71875
12.77	-5.55	56.71875
12.77	-5.54	56.71875
12.77	-5.53	56.71875
12.77	-5.52	56.71875
12.77	-5.51	56.71875
12.77	-5.5	56.71875
12.77	-5.49	56.71875
12.77	-5.48	56.71875
12.77	-5.47	56.71875
12.77	-5.46	56.71875
12.77	-5.45	56.71875
12.77	-5.44	56.71875
12.77	-5.43	56.71875
12.77	-5.42	56.71875
12.77	-5.41	56.71875
12.77	-5.4	56.71875
12.77	-5.39	56.71875
12.77	-5.38	56.71875
12.77	-5.37	56.71875
12.77	-5.36	56.71875
12.77	-5.35	56.71875
12.77	-5.34	56.5625
12.77	-5.33	56.71875
12.77	-5.32	56.71875
12.77	-5.31	56.5625
12.77	-5.3	56.40625
12.77	-5.29	56.40625
12.77	-5.28	55.9375
12.77	-5.27	55.9375
12.77	-5.26	55.9375
12.77	-5.25	55.78125
12.78	-5.75	58.125
12.78	-5.74	57.8125
12.78	-5.73	57.96875
12.78	-5.72	58.125
12.78	-5.71	57.96875
12.78	-5.7	58.125
12.78	-5.69	58.125
12.78	-5.68	58.125
12.78	-5.67	57.65625
12.78	-5.66	57.65625
12.78	-5.65	57.5
12.78	-5.64	57.5
12.78	-5.63	57.5
12.78	-5.62	57.34375
12.78	-5.61	57.34375
12.78	-5.6	57.5
12.78	-5.59	57.34375
12.78	-5.58	57.03125
12.78	-5.57	57.03125
12.78	-5.56	56.71875
12.78	-5.55	56.71875
12.78	-5.54	56.71875
12.78	-5.53	56.71875
12.78	-5.52	56.71875
12.78	-5.51	56.71875
12.78	-5.5	56.71875
12.78	-5.49	56.71875
12.78	-5.48	56.71875
12.78	-5.47	56.71875
12.78	-5.46	56.71875
12.78	-5.45	56.71875
12.78	-5.44	56.71875
12.78	-5.43	56.71875
12.78	-5.42	56.71875
12.78	-5.41	56.71875
12.78	-5.4	56.71875
12.78	-5.39	56.875
12.78	-5.38	56.71875
12.78	-5.37	56.71875
12.78	-5.36	56.71875
12.78	-5.35	56.71875
12.78	-5.34	56.5625
12.78	-5.33	56.71875
12.78	-5.32	56.71875
12.78	-5.31	56.5625
12.78	-5.3	56.25
12.78	-5.29	56.40625
12.78	-5.28	55.9375
12.78	-5.27	55.9375
12.78	-5.26	55.9375
12.78	-5.25	55.78125
12.79	-5.75	57.96875
12.79	-5.74	57.8125
12.79	-5.73	57.96875
12.79	-5.72	58.125
12.79	-5.71	57.96875
12.79	-5.7	58.125
12.79	-5.69	58.125
12.79	-5.68	58.125
12.79	-5.67	57.65625
12.79	-5.66	57.65625
12.79	-5.65	57.5
12.79	-5.64	57.5
12.79	-5.63	57.5
12.79	-5.62	57.5
12.79	-5.61	57.34375
12.79	-5.6	57.1875
12.79	-5.59	57.34375
12.79	-5.58	57.03125
12.79	-5.57	57.03125
12.79	-5.56	56.71875
12.79	-5.55	56.71875
12.79	-5.54	56.71875
12.79	-5.53	56.71875
12.79	-5.52	56.71875
12.79	-5.51	56.71875
12.79	-5.5	56.71875
12.79	-5.49	56.71875
12.79	-5.48	56.71875
12.79	-5.47	56.71875
12.79	-5.46	56.71875
12.79	-5.45	56.71875
12.79	-5.44	56.71875
12.79	-5.43	56.71875
12.79	-5.42	56.71875
12.79	-5.41	56.71875
12.79	-5.4	56.71875
12.79	-5.39	56.71875
12.79	-5.38	56.71875
12.79	-5.37	56.71875
12.79	-5.36	56.71875
12.79	-5.35	56.71875
12.79	-5.34	56.5625
12.79	-5.33	56.71875
12.79	-5.32	56.71875
12.79	-5.31	56.5625
12.79	-5.3	56.40625
12.79	-5.29	56.25
12.79	-5.28	55.9375
12.79	-5.27	55.9375
12.79	-5.26	55.9375
12.79	-5.25	55.9375
12.8	-5.75	57.96875
12.8	-5.74	57.8125
12.8	-5.73	58.125
12.8	-5.72	58.125
12.8	-5.71	57.96875
12.8	-5.7	58.125
12.8	-5.69	58.125
12.8	-5.68	58.28125
12.8	-5.67	57.65625
12.8	-5.66	57.65625
12.8	-5.65	57.65625
12.8	-5.64	57.5
12.8	-5.63	57.5
12.8	-5.62	57.34375
12.8	-5.61	57.34375
12.8	-5.6	57.5
12.8	-5.59	57.34375
12.8	-5.58	57.03125
12.8	-5.57	57.03125
12.8	-5.56	56.71875
12.8	-5.55	56.71875
12.8	-5.54	56.71875
12.8	-5.53	56.71875
12.8	-5.52	56.71875
12.8	-5.51	56.71875
12.8	-5.5	56.71875
12.8	-5.49	56.71875
12.8	-5.48	56.71875
12.8	-5.47	56.71875
12.8	-5.46	56.71875
12.8	-5.45	56.71875
12.8	-5.44	56.71875
12.8	-5.43	56.71875
12.8	-5.42	56.71875
12.8	-5.41	56.71875
12.8	-5.4	56.71875
12.8	-5.39	56.71875
12.8	-5.38	56.71875
12.8	-5.37	56.71875
12.8	-5.36	56.71875
12.8	-5.35	56.71875
12.8	-5.34	56.71875
